,Unnamed: 0,zipcode,unleashed,barking,poop,violation,nameone,nametwo,namethree,namefour,namefive,dognumber,breedone,breedtwo,breedthree,breedfour,breedfive,colorone,colortwo,colorthree,colorfour,colorfive,nameonenum,nametwonum,namethreenum,namefournum,namefivenum,breedonenum,breedtwonum,breedthreenum,breedfournum,breedfivenum,coloronenum,colortwonum,colorthreenum,colorfournum,colorfivenum,Fnum,Mnum,Fnameone,Fnametwo,Fnamethree,Fbreedone,Fbreedtwo,Fbreedthree,Fcolorone,Fcolortwo,Fcolorthree,Mnameone,Mnametwo,Mnamethree,Mbreedone,Mbreedtwo,Mbreedthree,Mcolorone,Mcolortwo,Mcolorthree,Fnameonenum,Fnametwonum,Fnamethreenum,Fbreedonenum,Fbreedtwonum,Fbreedthreenum,Fcoloronenum,Fcolortwonum,Fcolorthreenum,Mnameonenum,Mnametwonum,Mnamethreenum,Mbreedonenum,Mbreedtwonum,Mbreedthreenum,Mcoloronenum,Mcolortwonum,Mcolorthreenum,Fneuterednum,Mneuterednum,Fvaccinatednum,Mvaccinatednum,Fnamefour,Fnamefournum,Fnamefive,Fnamefivenum,Fbreedfour,Fbreedfournum,Fbreedfive,Fbreedfivenum,Fcolorfour,Fcolorfournum,Fcolorfive,Fcolorfivenum,Mnamefour,Mnamefournum,Mnamefive,Mnamefivenum,Mbreedfour,Mbreedfournum,Mbreedfive,Mbreedfivenum,Mcolorfour,Mcolorfournum,Mcolorfive,Mcolorfivenum,Vaccinated,Neutered,COCO,MAX,BELLA,SHIH,CHIHUAHUA,YORKSHIRE,BROWN,WHITE,BLACK
152,152,11106,30.0,281.0,2.0,66.0,Coco,Princess,Daisy,Rocky,Bailey,357.0,Yorkshire Terrier,Maltese,Shih Tzu,Chihuahua,Cocker Spaniel,Black,White,Tan,Brown,Blond,6.0,6.0,5.0,5.0,4.0,28.0,21.0,18.0,17.0,17.0,92.0,87.0,46.0,45.0,16.0,170.0,187.0,Princess,Daisy,Coco,Yorkshire Terrier,Maltese,Shih Tzu,Black,White,Brown,Teddy,Rocky,Buddy,Yorkshire Terrier,Cocker Spaniel,Chihuahua,White,Black,Tan,6.0,5.0,5.0,14.0,11.0,9.0,46.0,38.0,27.0,4.0,4.0,3.0,14.0,11.0,10.0,49.0,46.0,28.0,140.0,137.0,153.0,165.0,Ruby,4.0,Bella,3.0,"Bull Dog, French",8.0,Chihuahua,7.0,Tan,18.0,Blond,9.0,Max,3.0,Bailey,3.0,Maltese,10.0,Shih Tzu,9.0,Brown,18.0,Fawn,7.0,318.0,277.0,6,3,3,18,17,28,45,87,92
153,153,11109,4.0,21.0,0.0,9.0,,,,,,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
154,154,11201,68.0,200.0,15.0,36.0,Lucy,Bella,Maggie,Lola,Lulu,1076.0,Labrador Retriever,Labrador Retriever Crossbreed,Shih Tzu,Chihuahua,Yorkshire Terrier,Black,White,Tan,Brown,Blond,12.0,11.0,8.0,8.0,8.0,47.0,44.0,37.0,36.0,36.0,288.0,223.0,136.0,114.0,58.0,523.0,553.0,Lucy,Bella,Lola,Labrador Retriever,Chihuahua,Labrador Retriever Crossbreed,Black,White,Tan,Buddy,Max,Gus,Labrador Retriever Crossbreed,Yorkshire Terrier,"Bull Dog, French",Black,White,Tan,12.0,11.0,8.0,31.0,23.0,19.0,147.0,105.0,71.0,6.0,6.0,6.0,25.0,24.0,20.0,141.0,118.0,65.0,468.0,489.0,474.0,506.0,Maggie,8.0,Sofie,7.0,Shih Tzu,18.0,Mixed,18.0,Brown,52.0,Blond,30.0,Oliver,6.0,Cooper,6.0,Shih Tzu,19.0,Labrador Retriever,16.0,Brown,62.0,Blond,28.0,980.0,957.0,3,6,11,37,36,36,114,223,288
155,155,11203,36.0,120.0,20.0,129.0,Rocky,Buddy,Bella,Brooklyn,Dutch,158.0,Shih Tzu,American Pit Bull Terrier,Yorkshire Terrier,Chihuahua,Maltese,Black,White,Brown,Tan,Blue,4.0,3.0,2.0,2.0,2.0,29.0,15.0,12.0,10.0,10.0,44.0,44.0,19.0,18.0,9.0,64.0,94.0,Bella,Roxie,Mollie,Shih Tzu,Maltese,Yorkshire Terrier,Black,White,Brown,Rocky,Buddy,Lucky,Shih Tzu,American Pit Bull Terrier,Yorkshire Terrier,White,Black,Brown,2.0,2.0,2.0,10.0,6.0,4.0,19.0,17.0,9.0,4.0,3.0,2.0,19.0,11.0,8.0,27.0,25.0,10.0,39.0,57.0,45.0,70.0,Lilmama,1.0,Keioke,1.0,American Pit Bull Terrier,4.0,Chihuahua,3.0,Tan,9.0,Blue,2.0,Brooklyn,2.0,Dutch,2.0,Chihuahua,7.0,American Pit Bull Terrier Crossbreed,5.0,Tan,9.0,Blue,7.0,115.0,96.0,1,1,2,29,10,12,19,44,44
156,156,11204,32.0,230.0,6.0,152.0,Bella,Coco,Max,Lucky,Lily,334.0,Yorkshire Terrier,Maltese,Shih Tzu,Chihuahua,Pomeranian,Black,White,Brown,Tan,Blond,12.0,7.0,6.0,5.0,4.0,36.0,22.0,20.0,17.0,13.0,85.0,83.0,41.0,36.0,17.0,151.0,183.0,Bella,Coco,Lily,Yorkshire Terrier,Shih Tzu,Maltese,Black,White,Tan,Max,Lucky,Nikko,Yorkshire Terrier,Maltese,Chihuahua,Black,White,Brown,12.0,6.0,4.0,14.0,10.0,8.0,41.0,40.0,19.0,6.0,5.0,4.0,22.0,14.0,10.0,44.0,43.0,29.0,120.0,132.0,131.0,146.0,Mia,3.0,Oreo,2.0,Labrador Retriever Crossbreed,8.0,Chihuahua,7.0,Brown,12.0,Blond,9.0,Rocky,4.0,Joey,3.0,Shih Tzu,10.0,Pomeranian,8.0,Tan,17.0,Blond,8.0,277.0,252.0,7,6,12,20,17,36,41,83,85
157,157,11205,19.0,219.0,1.0,73.0,Bella,Lily,Maggie,Ginger,Baxter,346.0,Chihuahua,Shih Tzu,Labrador Retriever Crossbreed,"Bull Dog, French",American Pit Bull Terrier,Black,White,Brown,Tan,Brindle,5.0,3.0,3.0,3.0,3.0,19.0,19.0,17.0,13.0,12.0,99.0,61.0,38.0,35.0,30.0,149.0,197.0,Bella,Lily,Maggie,Shih Tzu,Labrador Retriever Crossbreed,Chihuahua,Black,White,Brindle,Baxter,Buddy,Rambo,Chihuahua,Shih Tzu,Labrador Retriever Crossbreed,Black,White,Tan,5.0,3.0,3.0,9.0,8.0,7.0,45.0,23.0,18.0,3.0,2.0,2.0,12.0,10.0,9.0,54.0,38.0,24.0,132.0,156.0,135.0,174.0,Ginger,3.0,Gracey,3.0,American Pit Bull Terrier,7.0,German Shepherd Crossbreed,5.0,Brown,17.0,Tan,11.0,Prince,2.0,Yogi,2.0,"Bull Dog, French",8.0,Yorkshire Terrier,8.0,Brown,21.0,Brindle,12.0,309.0,288.0,1,1,5,19,19,10,38,61,99
158,158,11206,19.0,288.0,5.0,98.0,Max,Oreo,Princess,Snoopy,Bella,547.0,Shih Tzu,Yorkshire Terrier,Chihuahua,American Pit Bull Terrier,Pomeranian,Black,White,Tan,Brown,Gray,8.0,8.0,7.0,6.0,6.0,59.0,51.0,49.0,38.0,17.0,136.0,130.0,74.0,58.0,29.0,249.0,298.0,Princess,Bella,Lady,Yorkshire Terrier,Shih Tzu,Chihuahua,Black,White,Tan,Max,Oreo,Lucky,Shih Tzu,Chihuahua,Yorkshire Terrier,Black,White,Tan,7.0,6.0,5.0,26.0,22.0,20.0,67.0,62.0,30.0,8.0,6.0,6.0,37.0,29.0,25.0,69.0,68.0,44.0,175.0,187.0,222.0,253.0,Daisy,5.0,Luna,5.0,American Pit Bull Terrier,20.0,Siberian Husky,8.0,Brown,24.0,Gray,17.0,Snoopy,6.0,Rocky,5.0,American Pit Bull Terrier,18.0,Pomeranian,13.0,Brown,34.0,Brindle,14.0,475.0,362.0,2,8,6,59,49,51,58,130,136
159,159,11207,79.0,171.0,8.0,267.0,Princess,Prince,Coco,Mickey,Diamond,307.0,American Pit Bull Terrier,Yorkshire Terrier,Shih Tzu,Chihuahua,American Pit Bull Terrier Crossbreed,Black,White,Tan,Brown,Brindle,7.0,5.0,5.0,4.0,4.0,35.0,32.0,29.0,27.0,12.0,83.0,83.0,50.0,41.0,11.0,131.0,176.0,Princess,Diamond,Lola,Chihuahua,American Pit Bull Terrier,Shih Tzu,Black,White,Tan,Prince,Rocky,Max,Yorkshire Terrier,American Pit Bull Terrier,Shih Tzu,White,Black,Tan,7.0,4.0,4.0,16.0,16.0,15.0,39.0,36.0,20.0,5.0,4.0,3.0,19.0,19.0,14.0,47.0,44.0,30.0,90.0,100.0,112.0,141.0,Bella,3.0,Luna,3.0,Yorkshire Terrier,13.0,German Shepherd Dog,9.0,Brown,18.0,Gray,3.0,Lucky,3.0,Mickey,3.0,Chihuahua,11.0,Pomeranian,7.0,Brown,23.0,Brindle,8.0,253.0,190.0,5,3,3,29,27,32,41,83,83
160,160,11208,58.0,195.0,25.0,243.0,Coco,Brooklyn,Oreo,Max,King,313.0,Chihuahua,Yorkshire Terrier,American Pit Bull Terrier,Shih Tzu,Maltese,White,Black,Tan,Brown,Gray,7.0,3.0,3.0,3.0,3.0,38.0,30.0,29.0,28.0,17.0,84.0,83.0,42.0,40.0,16.0,133.0,180.0,Coco,Princess,Mimi,Chihuahua,American Pit Bull Terrier,Shih Tzu,White,Black,Brown,Max,King,Rex,Chihuahua,Yorkshire Terrier,Shih Tzu,Black,White,Tan,5.0,3.0,3.0,19.0,17.0,12.0,39.0,32.0,20.0,3.0,3.0,3.0,19.0,19.0,16.0,51.0,45.0,25.0,88.0,111.0,105.0,152.0,Bella,2.0,Lady,2.0,Yorkshire Terrier,11.0,Maltese,10.0,Tan,17.0,Brindle,7.0,Brooklyn,2.0,Oreo,2.0,American Pit Bull Terrier,12.0,American Pit Bull Terrier Crossbreed,7.0,Brown,20.0,Gray,10.0,257.0,199.0,7,3,2,28,38,30,40,84,83
161,161,11209,91.0,595.0,5.0,166.0,Max,Bella,Chloe,Jack,Daisy,951.0,Shih Tzu,Yorkshire Terrier,Chihuahua,Labrador Retriever,Maltese,Black,White,Tan,Brown,Blond,15.0,13.0,13.0,11.0,10.0,65.0,58.0,50.0,45.0,44.0,262.0,225.0,112.0,86.0,50.0,442.0,509.0,Bella,Chloe,Daisy,Shih Tzu,Yorkshire Terrier,Labrador Retriever,Black,White,Tan,Max,Jack,Charlie,Shih Tzu,Yorkshire Terrier,Chihuahua,Black,White,Tan,13.0,13.0,10.0,31.0,26.0,24.0,121.0,89.0,59.0,15.0,11.0,9.0,34.0,32.0,30.0,141.0,136.0,53.0,373.0,419.0,370.0,417.0,Lola,9.0,Ruby,7.0,Maltese,21.0,Chihuahua,20.0,Brown,39.0,Blond,26.0,Lucky,7.0,Gizmo,5.0,Maltese,23.0,Labrador Retriever,21.0,Brown,47.0,Blond,24.0,787.0,792.0,4,15,13,65,50,58,86,225,262
162,162,11210,9.0,67.0,7.0,57.0,Buddy,Max,King,Zorro,Bella,168.0,Shih Tzu,Chihuahua,American Pit Bull Terrier,Maltese,Yorkshire Terrier,Black,White,Brown,Tan,Fawn,4.0,4.0,3.0,3.0,2.0,15.0,12.0,11.0,10.0,9.0,52.0,39.0,23.0,16.0,7.0,76.0,92.0,Bella,Zoey,Lulu,Maltese,Shih Tzu,Chihuahua,Black,White,Brown,Buddy,Max,Zorro,Shih Tzu,Chihuahua,American Pit Bull Terrier,Black,White,Brown,2.0,2.0,2.0,6.0,6.0,5.0,29.0,17.0,9.0,4.0,4.0,3.0,9.0,7.0,6.0,23.0,22.0,14.0,55.0,66.0,62.0,73.0,Baby,2.0,Lady,2.0,American Pit Bull Terrier,5.0,Yorkshire Terrier,4.0,Tan,4.0,Blue,3.0,King,3.0,Duke,2.0,Labrador Retriever,5.0,Yorkshire Terrier,5.0,Tan,12.0,Red,6.0,135.0,121.0,1,4,2,15,12,9,23,39,52
163,163,11211,87.0,459.0,7.0,77.0,Lola,Bella,Charlie,Max,Sofie,648.0,Chihuahua,Yorkshire Terrier,Shih Tzu,American Pit Bull Terrier,Labrador Retriever,Black,White,Tan,Brown,Blond,9.0,7.0,6.0,5.0,5.0,37.0,34.0,33.0,26.0,24.0,187.0,150.0,75.0,61.0,33.0,300.0,348.0,Lola,Bella,Sofie,Yorkshire Terrier,Chihuahua,Shih Tzu,Black,White,Tan,Charlie,Max,Henry,Chihuahua,Shih Tzu,American Pit Bull Terrier,Black,White,Tan,9.0,7.0,5.0,19.0,17.0,15.0,84.0,62.0,36.0,6.0,5.0,5.0,20.0,18.0,17.0,103.0,88.0,39.0,251.0,273.0,267.0,305.0,Stella,4.0,Emma,3.0,American Pit Bull Terrier Crossbreed,14.0,Labrador Retriever,10.0,Brown,29.0,Blond,17.0,Oscar,4.0,Tobby,3.0,Yorkshire Terrier,15.0,"Bull Dog, French",14.0,Brown,32.0,Blond,16.0,572.0,524.0,3,5,7,33,37,34,61,150,187
164,164,11212,38.0,173.0,13.0,106.0,Prince,Rocky,Bailey,Gucci,Teddy,188.0,Shih Tzu,American Pit Bull Terrier,Yorkshire Terrier,Chihuahua,Pomeranian,White,Black,Brown,Tan,Blue,4.0,4.0,3.0,3.0,3.0,30.0,24.0,17.0,16.0,7.0,47.0,46.0,37.0,19.0,7.0,69.0,119.0,Sasha,Ruby,Coco,American Pit Bull Terrier,Shih Tzu,Yorkshire Terrier,Black,Brown,White,Prince,Rocky,Bailey,Shih Tzu,American Pit Bull Terrier,Chihuahua,White,Black,Brown,3.0,2.0,2.0,10.0,9.0,8.0,20.0,16.0,14.0,4.0,4.0,3.0,21.0,14.0,9.0,33.0,26.0,21.0,43.0,60.0,56.0,93.0,Blue,2.0,Brownie,2.0,Chihuahua,7.0,Maltese,3.0,Tan,6.0,Brindle,3.0,Gucci,3.0,Teddy,3.0,Yorkshire Terrier,9.0,Pomeranian,6.0,Tan,13.0,Blue,5.0,149.0,103.0,3,2,1,30,16,17,37,47,46
165,165,11213,38.0,208.0,17.0,97.0,Oreo,Buddy,Diamond,Gizmo,Rex,162.0,American Pit Bull Terrier,Shih Tzu,Chihuahua,Yorkshire Terrier,Maltese,White,Black,Brown,Tan,Gray,4.0,3.0,3.0,2.0,2.0,19.0,18.0,11.0,11.0,8.0,39.0,36.0,20.0,16.0,9.0,63.0,99.0,Chanel,Brown,Coco,Shih Tzu,Yorkshire Terrier,Chihuahua,Black,White,Brown,Oreo,Buddy,Duke,American Pit Bull Terrier,Shih Tzu,Chihuahua,White,Black,Brown,2.0,2.0,2.0,9.0,5.0,4.0,16.0,14.0,8.0,4.0,3.0,2.0,15.0,9.0,7.0,25.0,20.0,12.0,43.0,57.0,51.0,78.0,Misty,1.0,Meryl,1.0,American Pit Bull Terrier,4.0,Maltese,3.0,Tan,7.0,Gray,3.0,Rex,2.0,Dukey,2.0,Yorkshire Terrier,6.0,Maltese,5.0,Tan,9.0,Gray,6.0,129.0,100.0,2,0,1,18,11,11,20,39,36
166,166,11214,47.0,271.0,10.0,181.0,Max,Buddy,Charlie,Lucky,Bella,550.0,Shih Tzu,Yorkshire Terrier,Chihuahua,Maltese,Labrador Retriever,Black,White,Tan,Brown,Cream,12.0,9.0,8.0,7.0,6.0,55.0,55.0,38.0,27.0,16.0,133.0,124.0,75.0,66.0,22.0,217.0,333.0,Bella,Daisy,Princess,Yorkshire Terrier,Shih Tzu,Chihuahua,White,Black,Tan,Max,Buddy,Charlie,Shih Tzu,Yorkshire Terrier,Chihuahua,Black,White,Tan,6.0,6.0,5.0,22.0,20.0,13.0,55.0,51.0,27.0,12.0,9.0,7.0,35.0,33.0,25.0,82.0,69.0,48.0,175.0,252.0,187.0,273.0,Lola,5.0,Mia,4.0,Maltese,12.0,American Pit Bull Terrier Crossbreed,7.0,Brown,25.0,Blond,9.0,Lucky,6.0,Gizmo,5.0,Maltese,15.0,"Dachshund, Smooth Coat",11.0,Brown,41.0,Cream,13.0,460.0,427.0,5,12,6,55,38,55,66,124,133
167,167,11215,206.0,522.0,3.0,81.0,Max,Daisy,Maggie,Lucy,Luna,1228.0,Labrador Retriever,Labrador Retriever Crossbreed,Mixed,Chihuahua,Shih Tzu,Black,White,Brown,Tan,Blond,11.0,11.0,11.0,10.0,10.0,62.0,58.0,35.0,34.0,34.0,385.0,213.0,146.0,129.0,68.0,610.0,618.0,Daisy,Maggie,Luna,Labrador Retriever Crossbreed,Labrador Retriever,Shih Tzu,Black,White,Brown,Max,Jack,Milo,Labrador Retriever,Labrador Retriever Crossbreed,Yorkshire Terrier,Black,White,Brown,11.0,11.0,10.0,35.0,31.0,19.0,194.0,96.0,76.0,10.0,8.0,8.0,31.0,23.0,18.0,191.0,117.0,70.0,564.0,553.0,546.0,556.0,Sadie,9.0,Mollie,9.0,Chihuahua,18.0,Mixed,18.0,Tan,60.0,Blond,38.0,Cooper,7.0,Charlie,6.0,Golden Retriever,17.0,Mixed,17.0,Tan,69.0,Blond,30.0,1102.0,1117.0,2,11,5,34,34,32,146,213,385
168,168,11216,42.0,499.0,3.0,105.0,Coco,Buddy,Lucky,Oscar,Bella,290.0,American Pit Bull Terrier,Yorkshire Terrier,Shih Tzu,American Pit Bull Terrier Crossbreed,Labrador Retriever Crossbreed,Black,White,Brown,Tan,Gray,4.0,3.0,3.0,3.0,2.0,24.0,18.0,17.0,17.0,13.0,78.0,55.0,36.0,33.0,18.0,135.0,155.0,Coco,Bella,Precious,American Pit Bull Terrier,American Pit Bull Terrier Crossbreed,Labrador Retriever Crossbreed,Black,White,Tan,Buddy,Oscar,Lucky,Yorkshire Terrier,Shih Tzu,American Pit Bull Terrier,Black,White,Brown,3.0,2.0,2.0,15.0,10.0,8.0,35.0,25.0,16.0,3.0,3.0,3.0,13.0,10.0,9.0,43.0,30.0,21.0,105.0,122.0,119.0,138.0,Lady,2.0,Sofie,2.0,Chihuahua,7.0,Shih Tzu,7.0,Brown,15.0,Fawn,11.0,Brooklyn,2.0,Prince,2.0,American Pit Bull Terrier Crossbreed,7.0,Chihuahua,5.0,Tan,17.0,Gray,10.0,257.0,227.0,4,1,2,17,12,18,36,55,78
169,169,11217,25.0,231.0,2.0,33.0,Bella,Daisy,Max,Lola,Mollie,550.0,Labrador Retriever Crossbreed,Shih Tzu,Yorkshire Terrier,Chihuahua,Labrador Retriever,Black,White,Brown,Tan,Brindle,7.0,7.0,5.0,5.0,5.0,29.0,27.0,25.0,21.0,21.0,165.0,112.0,63.0,52.0,28.0,250.0,300.0,Daisy,Bella,Mollie,Labrador Retriever Crossbreed,Shih Tzu,Labrador Retriever,Black,White,Brown,Max,Lucky,Buddy,Chihuahua,Shih Tzu,Yorkshire Terrier,Black,White,Brown,7.0,7.0,5.0,18.0,13.0,12.0,64.0,54.0,30.0,5.0,4.0,3.0,14.0,14.0,14.0,101.0,58.0,33.0,229.0,255.0,227.0,262.0,Lola,5.0,Stella,4.0,Yorkshire Terrier,11.0,Jack Russell Terrier,9.0,Tan,19.0,Brindle,16.0,Sammy,3.0,Cooper,3.0,American Pit Bull Terrier,13.0,Cocker Spaniel,13.0,Tan,33.0,Brindle,12.0,489.0,484.0,2,5,7,27,21,25,63,112,165
170,170,11218,40.0,272.0,3.0,128.0,Daisy,Bella,Bailey,Max,Sadie,608.0,Shih Tzu,Labrador Retriever,Chihuahua,Labrador Retriever Crossbreed,Maltese,Black,White,Tan,Brown,Blond,8.0,7.0,6.0,6.0,6.0,29.0,26.0,25.0,25.0,23.0,171.0,139.0,71.0,60.0,35.0,306.0,302.0,Daisy,Bella,Chloe,Labrador Retriever Crossbreed,American Pit Bull Terrier,Labrador Retriever,Black,White,Tan,Max,Buddy,Charlie,Shih Tzu,Maltese,Chihuahua,Black,White,Brown,8.0,6.0,6.0,19.0,13.0,13.0,93.0,64.0,40.0,6.0,5.0,5.0,17.0,15.0,13.0,78.0,75.0,31.0,280.0,254.0,269.0,261.0,Sadie,6.0,Lucy,5.0,German Shepherd Crossbreed,13.0,Chihuahua,12.0,Brown,29.0,Blond,16.0,Tobby,4.0,Bailey,4.0,Labrador Retriever,13.0,Yorkshire Terrier,12.0,Tan,31.0,Blond,19.0,530.0,534.0,4,6,7,29,25,21,60,139,171
171,171,11219,34.0,119.0,2.0,89.0,Xiao,Buddy,Ginger,Charlie,Snow,203.0,Yorkshire Terrier,Shih Tzu,Maltese,Chihuahua,Pomeranian,Black,White,Tan,Brown,Blond,4.0,3.0,3.0,3.0,3.0,21.0,15.0,14.0,9.0,9.0,51.0,51.0,28.0,21.0,8.0,83.0,120.0,Ginger,Bella,Daisy,Yorkshire Terrier,Shih Tzu,Chihuahua,Black,White,Tan,Buddy,Charlie,Chase,Yorkshire Terrier,Maltese,Shih Tzu,White,Black,Tan,3.0,2.0,2.0,9.0,5.0,4.0,22.0,17.0,13.0,3.0,3.0,2.0,12.0,11.0,10.0,34.0,29.0,15.0,64.0,77.0,71.0,94.0,Mini,2.0,Maya,2.0,Golden Retriever,4.0,Cocker Spaniel,3.0,Brown,7.0,Blond,5.0,Papi,2.0,Frankie,2.0,Pomeranian,6.0,Chihuahua,5.0,Brown,14.0,Blue,4.0,165.0,141.0,2,1,2,15,9,21,21,51,51
172,172,11220,32.0,210.0,3.0,103.0,Coco,Rocky,Lucky,Bella,Max,480.0,Yorkshire Terrier,Chihuahua,Shih Tzu,Maltese,Beagle,Black,White,Brown,Tan,Gray,9.0,7.0,6.0,5.0,5.0,45.0,43.0,39.0,26.0,18.0,138.0,110.0,55.0,53.0,21.0,197.0,282.0,Coco,Bella,Princess,Chihuahua,Yorkshire Terrier,Shih Tzu,Black,White,Brown,Rocky,Lucky,Max,Shih Tzu,Maltese,Yorkshire Terrier,White,Black,Tan,6.0,5.0,5.0,23.0,22.0,13.0,64.0,29.0,26.0,7.0,6.0,5.0,26.0,23.0,23.0,81.0,73.0,30.0,155.0,203.0,164.0,224.0,Daisy,4.0,Mimi,4.0,Beagle,10.0,Mixed,8.0,Tan,23.0,Blond,13.0,Charlie,5.0,Sparkey,5.0,Chihuahua,20.0,Beagle,8.0,Brown,29.0,Gray,11.0,388.0,358.0,9,5,5,39,43,45,55,110,138
173,173,11221,32.0,509.0,12.0,208.0,Princess,Sasha,Rocky,Prince,Bella,346.0,Yorkshire Terrier,Shih Tzu,American Pit Bull Terrier,Chihuahua,Maltese,Black,White,Tan,Brown,Red,8.0,6.0,5.0,4.0,3.0,35.0,32.0,29.0,28.0,20.0,97.0,76.0,43.0,39.0,16.0,167.0,179.0,Princess,Sasha,Bella,Yorkshire Terrier,American Pit Bull Terrier,Chihuahua,Black,White,Brown,Rocky,Prince,Rusty,Shih Tzu,Chihuahua,Maltese,Black,White,Tan,8.0,6.0,3.0,22.0,16.0,12.0,47.0,35.0,22.0,5.0,4.0,3.0,20.0,16.0,14.0,50.0,41.0,25.0,118.0,114.0,142.0,150.0,Luna,3.0,Ginger,3.0,Shih Tzu,12.0,American Pit Bull Terrier Crossbreed,11.0,Tan,18.0,Red,8.0,Oreo,2.0,Sammy,2.0,Yorkshire Terrier,13.0,American Pit Bull Terrier,13.0,Brown,17.0,Red,8.0,292.0,232.0,3,1,3,32,28,35,39,76,97
174,174,11222,37.0,257.0,5.0,55.0,Coco,Lucy,Max,Rocky,Bella,486.0,Chihuahua,Yorkshire Terrier,Labrador Retriever,American Pit Bull Terrier,Boston Terrier,Black,White,Tan,Brown,Brindle,8.0,7.0,6.0,6.0,4.0,37.0,31.0,17.0,16.0,15.0,147.0,106.0,53.0,47.0,22.0,217.0,269.0,Coco,Lucy,Bella,Yorkshire Terrier,Chihuahua,Mixed,Black,White,Brown,Rocky,Max,Zeus,Chihuahua,Yorkshire Terrier,American Pit Bull Terrier,Black,White,Tan,7.0,7.0,4.0,16.0,15.0,11.0,70.0,52.0,22.0,6.0,5.0,4.0,22.0,15.0,12.0,77.0,54.0,35.0,187.0,219.0,188.0,244.0,Lola,4.0,Maya,3.0,Maltese,8.0,Boston Terrier,8.0,Tan,18.0,Brindle,9.0,Charlie,4.0,Hank,3.0,Labrador Retriever,10.0,Shih Tzu,9.0,Brown,25.0,Brindle,13.0,432.0,406.0,8,6,4,14,37,31,47,106,147
175,175,11223,26.0,355.0,4.0,126.0,Rocky,Max,Lucky,Teddy,Roxie,422.0,Shih Tzu,Yorkshire Terrier,Chihuahua,Maltese,American Pit Bull Terrier,Black,White,Brown,Tan,Blond,13.0,9.0,7.0,6.0,6.0,40.0,37.0,25.0,22.0,19.0,117.0,112.0,54.0,31.0,22.0,178.0,244.0,Roxie,Daisy,Angel,Shih Tzu,Yorkshire Terrier,Chihuahua,White,Black,Brown,Rocky,Max,Teddy,Yorkshire Terrier,Shih Tzu,Maltese,Black,White,Brown,6.0,5.0,5.0,23.0,14.0,13.0,52.0,46.0,18.0,13.0,9.0,6.0,23.0,17.0,15.0,71.0,60.0,36.0,137.0,159.0,142.0,208.0,Bella,4.0,Chloe,3.0,American Pit Bull Terrier,12.0,Pomeranian,10.0,Tan,14.0,Blond,10.0,Lucky,6.0,Maximus,4.0,Chihuahua,12.0,Labrador Retriever,12.0,Tan,17.0,Blond,12.0,350.0,296.0,5,9,4,40,25,37,54,112,117
176,176,11224,31.0,193.0,9.0,31.0,Lucky,Max,Bella,Princess,Lucy,327.0,Shih Tzu,Yorkshire Terrier,American Pit Bull Terrier,Maltese,Chihuahua,Black,White,Tan,Brown,Gray,10.0,7.0,6.0,5.0,5.0,42.0,42.0,26.0,21.0,19.0,97.0,75.0,44.0,35.0,20.0,139.0,187.0,Bella,Princess,Lucy,Yorkshire Terrier,Shih Tzu,Maltese,Black,White,Tan,Lucky,Max,Charlie,Shih Tzu,American Pit Bull Terrier,Yorkshire Terrier,Black,White,Brown,6.0,5.0,5.0,30.0,17.0,11.0,41.0,33.0,22.0,9.0,7.0,4.0,25.0,16.0,12.0,56.0,42.0,26.0,87.0,96.0,115.0,156.0,Cookie,4.0,Honey,3.0,Chihuahua,10.0,American Pit Bull Terrier,10.0,Gray,11.0,Brown,9.0,Mickey,3.0,Teddy,3.0,Maltese,10.0,Chihuahua,9.0,Tan,22.0,Gray,9.0,271.0,183.0,3,7,6,42,19,42,35,75,97
177,177,11225,18.0,302.0,6.0,124.0,Sir,Lucy,Belle,Stella,Whiskey,256.0,Yorkshire Terrier,Shih Tzu,Labrador Retriever Crossbreed,American Pit Bull Terrier Crossbreed,American Pit Bull Terrier,Black,White,Tan,Brown,Gray,3.0,3.0,2.0,2.0,2.0,17.0,16.0,12.0,11.0,10.0,70.0,49.0,34.0,30.0,11.0,131.0,125.0,Lucy,Belle,Stella,American Pit Bull Terrier,Shih Tzu,Yorkshire Terrier,Black,White,Brown,Sir,Tobby,Benney,Yorkshire Terrier,Shih Tzu,Labrador Retriever Crossbreed,Black,White,Tan,3.0,2.0,2.0,8.0,7.0,7.0,36.0,23.0,18.0,3.0,2.0,2.0,10.0,9.0,6.0,34.0,26.0,19.0,115.0,98.0,118.0,104.0,Lady,2.0,Honey,2.0,American Pit Bull Terrier Crossbreed,6.0,Labrador Retriever Crossbreed,6.0,Tan,15.0,Brindle,7.0,Whiskey,2.0,Willy,1.0,Chihuahua,5.0,American Pit Bull Terrier Crossbreed,5.0,Brown,12.0,Blond,9.0,222.0,213.0,0,0,1,16,9,17,30,49,70
